id,neighbourhood_cleansed,accommodates,bathrooms,bedrooms,beds,daily_price,number_of_reviews,review_scores_rating,review_scores_location,TV,WiFi,Air_Condition,Wheelchair_accessible,Kitchen,Breakfast,Elevator,Heating,Washer,Iron,Luggage_dropoff_allowed,Pets_allowed,Smoking_allowed
6980585,1,2,3,1,1,100,9,98,10,1,1,1,0,1,0,1,1,1,1,0,0,0
7037152,1,2,3,1,1,100,35,99,10,1,1,0,0,1,0,1,1,1,1,1,0,0
7067375,1,2,3,1,1,82,44,93,10,1,1,1,0,1,0,1,1,1,1,1,1,0
7237565,1,2,3,0,1,100,198,97,10,1,1,1,0,1,1,1,1,1,1,1,1,0
7996454,1,4,3,1,2,89,80,93,10,1,1,1,0,1,0,0,1,1,1,1,0,0
8162536,1,3,3,1,2,79,281,94,10,0,1,1,0,1,0,1,1,1,1,1,0,0
8364882,1,4,3,1,1,87,191,99,10,1,1,1,0,1,1,1,1,1,1,1,0,0
8395164,1,4,3,1,2,80,36,94,10,1,0,1,1,1,0,1,1,1,1,1,0,0
8407153,1,8,4,2,3,99,18,99,10,1,1,1,0,1,0,0,1,1,1,0,0,0
8471990,1,2,3,1,1,63,98,90,10,0,1,0,0,0,0,0,1,0,1,0,1,0
8510816,1,3,3,1,2,75,143,95,10,1,1,1,0,1,0,1,1,0,0,1,0,0
8529776,1,2,3,0,1,55,178,96,10,0,1,1,0,1,0,1,1,0,1,0,0,0
8626252,1,4,3,1,2,80,10,90,10,1,1,0,0,1,0,1,1,0,0,0,0,0
8646224,1,4,3,0,2,68,36,96,10,0,1,1,1,1,0,0,1,0,0,0,0,0
8659972,1,3,5,1,2,90,58,92,10,1,1,0,0,1,0,1,1,1,1,1,1,1
8678218,1,4,3,1,2,89,396,91,10,1,1,1,0,1,0,1,1,1,1,1,1,0
8683301,1,5,3,1,3,90,6,100,10,1,1,1,0,1,0,1,1,1,1,1,0,0
8702270,1,1,3,1,1,45,318,96,10,0,1,0,0,0,0,1,1,0,0,0,0,0
8712688,1,2,3,1,2,80,35,91,10,1,1,0,0,0,1,1,1,0,0,0,0,0
8713834,1,4,3,2,3,80,169,96,10,1,1,0,0,1,0,0,1,0,1,0,0,0
9242343,1,3,3,1,3,75,18,96,10,1,1,0,0,1,0,0,1,1,1,0,1,1
9289993,1,2,3,0,1,67,162,97,10,1,1,1,0,1,0,1,1,1,1,0,0,0
9290903,1,2,3,0,2,74,5,92,10,1,1,1,0,1,0,1,1,1,0,0,0,0
9348761,1,4,3,1,2,80,206,96,10,1,1,1,0,1,0,0,1,0,1,0,0,0
9365488,1,3,3,1,1,89,297,86,10,1,1,1,0,1,0,1,1,1,1,0,0,0
9398974,1,2,3,1,1,80,116,96,10,1,1,1,0,1,0,1,1,1,1,1,0,0
9451143,1,2,3,1,1,82,102,95,10,1,1,1,0,1,0,1,1,1,1,0,1,1
9601439,1,2,3,1,1,65,35,90,10,0,1,1,0,1,0,0,1,1,1,0,0,0
9914124,1,2,3,0,1,79,35,91,10,1,1,0,0,1,0,0,1,1,1,0,1,0
10045983,1,2,3,1,1,63,203,87,10,1,1,1,0,1,0,1,1,0,1,0,0,0
10110580,1,2,3,0,1,80,3,100,10,1,1,1,0,1,0,0,1,0,0,0,0,0
10610166,1,4,3,1,2,100,20,91,10,1,1,1,0,1,0,1,1,1,0,0,1,0
10622640,1,4,3,1,4,67,38,91,10,1,1,0,0,1,0,1,1,1,1,0,0,0
10691780,1,3,5,1,2,60,18,100,10,0,1,1,0,1,0,0,1,1,0,0,0,0
10693184,1,4,3,1,2,95,70,93,10,1,1,1,0,1,0,0,1,0,1,0,0,0
10770454,1,2,3,1,1,69,66,81,10,1,1,0,0,1,0,1,1,1,1,0,1,1
10828186,1,2,3,1,2,99,205,99,10,1,1,1,1,1,0,1,1,0,1,1,0,0
10939834,1,1,3,0,1,60,4,95,10,1,0,1,0,1,0,0,1,0,0,0,0,0
10940017,1,2,3,0,1,70,7,97,10,1,1,1,0,1,0,0,1,0,0,0,0,0
11115228,1,2,3,1,2,70,211,95,10,0,1,0,0,1,0,1,1,1,1,0,0,0
11158962,1,2,3,1,1,72,14,93,10,1,1,1,0,1,0,1,1,0,0,0,0,0
11275988,1,4,3,1,2,99,15,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
11471131,1,2,3,0,1,55,254,89,10,1,1,1,0,1,0,0,1,1,1,0,0,1
11500271,1,4,3,1,2,61,32,94,10,1,1,0,0,1,0,1,1,1,0,0,0,0
11708305,1,4,6,2,2,95,40,97,10,1,1,1,0,1,0,0,1,1,1,0,0,0
11729773,1,4,3,2,3,91,3,100,10,1,1,1,0,1,1,1,1,1,1,0,0,0
11764164,1,3,3,1,2,65,287,97,10,1,1,1,0,1,0,0,1,1,1,0,1,0
11767299,1,3,5,2,2,80,3,100,10,1,0,0,0,1,0,1,1,1,0,0,1,0
11925807,1,2,3,1,2,80,202,98,10,1,1,1,0,1,1,0,1,0,0,0,1,0
11960278,1,3,3,1,1,85,6,90,10,1,1,1,0,1,0,0,1,1,1,0,0,0
11978396,1,4,5,2,1,99,147,94,10,1,1,1,0,1,0,1,1,1,1,0,0,0
11983467,1,4,3,2,2,85,37,94,10,1,0,1,0,1,0,1,1,1,1,0,0,0
11996010,1,4,3,1,2,100,12,98,10,1,1,1,0,1,0,1,1,1,1,1,0,0
12063398,1,4,3,2,3,79,191,96,10,1,1,1,0,1,0,1,1,1,1,0,0,0
12123707,1,5,3,1,5,100,3,87,10,1,1,0,1,1,0,1,1,0,0,0,1,0
12127356,1,4,3,1,2,88,30,90,10,1,1,1,0,1,0,1,1,1,1,0,0,0
12145833,1,2,3,1,1,80,213,88,10,1,1,0,0,1,0,1,1,1,1,1,0,0
12161199,1,3,3,1,1,80,297,95,10,0,1,0,0,1,0,0,1,1,1,0,1,0
12179062,1,2,3,1,2,79,7,90,10,1,1,1,0,1,1,0,1,1,1,0,1,1
12259136,1,3,3,1,1,65,203,97,10,0,1,0,0,1,0,1,1,1,1,1,0,0
12286732,1,4,3,1,2,73,66,98,10,1,1,1,0,1,0,1,1,1,1,1,0,0
12301709,1,3,3,0,2,95,76,98,10,1,1,1,0,1,1,0,1,1,1,0,1,0
12361741,1,4,3,1,2,100,50,93,10,0,1,0,0,0,0,0,0,0,1,0,0,0
12689916,1,4,5,1,2,80,140,84,10,0,1,1,0,1,0,1,1,1,1,0,0,0
12753348,1,2,3,1,1,100,4,100,10,1,1,1,0,1,0,1,1,1,1,0,0,1
12789765,1,2,3,0,1,59,55,84,10,1,1,0,1,1,0,1,1,1,1,1,1,1
12827074,1,5,4,2,3,90,53,97,10,1,1,0,0,1,0,1,1,1,1,0,1,0
13051878,1,2,3,1,1,65,9,88,10,1,1,1,0,1,0,1,1,0,1,0,0,0
13302819,1,4,3,2,3,99,101,96,10,1,1,1,0,1,0,1,1,1,1,0,0,1
13336698,1,4,3,1,2,63,195,94,10,1,1,1,1,1,0,1,1,1,1,0,0,0
13519944,1,3,3,1,2,77,466,92,10,1,1,1,0,1,0,1,1,1,1,0,0,0
13610397,1,2,3,1,1,69,166,96,10,1,1,1,0,0,0,0,1,0,0,1,1,0
13722019,1,3,3,1,2,49,389,90,10,0,1,1,0,1,0,1,1,1,1,0,1,1
13956176,1,2,3,1,1,85,133,98,10,1,1,1,0,1,0,1,1,0,1,1,0,1
14025929,1,4,3,1,2,95,9,91,10,1,1,1,0,1,0,1,1,1,1,0,0,0
14085160,1,2,3,1,1,90,468,96,10,1,1,1,0,1,0,1,1,1,1,0,0,0
14109326,1,4,3,1,3,84,74,98,10,1,1,1,0,1,0,1,1,0,1,0,0,1
14131526,1,4,3,1,1,100,233,96,10,1,1,0,0,1,0,1,1,1,1,1,0,0
14184448,1,2,3,1,1,69,189,92,10,1,1,1,0,1,1,0,1,1,1,1,1,0
14260594,1,2,3,0,1,79,196,98,10,1,1,1,0,1,1,1,1,0,1,0,0,0
14343789,1,5,3,2,6,73,82,85,10,1,1,1,0,1,0,1,1,1,1,0,0,0
14477136,1,4,3,0,3,65,35,98,10,1,1,1,0,1,0,0,1,1,1,0,0,0
14492760,1,4,3,1,2,86,122,93,10,1,1,1,0,1,0,1,1,1,1,0,0,0
14572899,1,2,3,1,1,99,33,81,10,1,1,1,0,1,0,1,1,1,1,0,1,1
14651249,1,4,3,1,2,96,3,87,10,1,1,0,0,1,0,1,1,1,1,0,0,0
14679853,1,3,3,1,2,70,167,97,10,0,1,0,0,1,0,1,1,1,1,0,0,0
14736099,1,3,3,1,1,90,20,98,10,1,1,1,0,1,0,1,1,0,0,0,0,0
14766926,1,2,3,1,1,75,3,100,10,1,1,0,0,1,0,0,1,1,1,0,0,0
14836485,1,2,3,1,1,79,65,84,10,0,1,1,0,0,0,1,0,0,1,0,1,0
14840344,1,4,3,1,2,89,113,89,10,1,1,1,0,1,0,1,1,1,1,0,1,0
14890192,1,2,3,1,1,99,20,90,10,1,1,1,0,1,0,1,1,1,1,0,1,0
14890516,1,2,3,1,1,67,99,86,10,1,1,1,0,1,0,1,1,1,1,1,1,0
14922912,1,2,3,1,1,69,49,81,10,1,1,1,0,1,0,1,1,1,1,0,1,0
14960947,1,4,3,1,2,69,220,91,10,1,1,1,0,1,0,1,1,1,1,0,0,0
14985652,1,2,3,1,2,60,126,97,10,1,1,1,0,1,0,1,1,0,1,0,0,1
15089061,1,6,3,1,6,100,103,100,10,1,1,1,0,1,0,1,1,1,1,0,0,0
15151974,1,4,3,1,1,99,6,97,10,1,1,1,0,1,0,1,1,1,1,0,1,0
15152672,1,3,3,1,1,69,110,95,10,1,1,1,0,1,0,1,1,0,1,0,0,0
15185963,1,3,3,1,2,100,48,91,10,0,1,1,0,1,0,1,1,1,1,0,0,0
15406687,1,4,3,1,2,70,217,93,10,1,1,1,0,1,0,1,1,1,1,0,0,0
15478719,1,2,3,1,1,67,2,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
15840202,1,2,3,1,1,62,31,97,10,0,1,0,0,1,0,1,1,0,0,0,0,0
15980895,1,2,3,1,1,100,123,88,10,0,1,1,0,1,0,1,1,1,1,0,0,0
16051975,1,2,3,1,1,79,72,85,10,1,1,1,0,1,0,1,1,1,1,0,1,1
16119296,1,5,3,1,2,81,88,95,10,1,1,1,0,1,0,1,1,1,1,0,0,0
16171400,1,3,3,1,3,60,60,98,10,1,1,0,0,0,1,1,1,0,1,1,0,0
16213411,1,5,3,2,3,50,219,98,10,1,1,1,0,1,0,1,1,1,1,0,0,0
16234287,1,2,3,0,1,49,99,88,10,1,1,1,0,1,0,1,1,0,1,0,0,0
16241678,1,5,3,2,5,100,7,91,10,1,1,0,0,1,0,1,1,1,1,0,0,0
16241725,1,2,3,1,1,69,24,83,10,1,1,1,0,1,0,1,1,1,1,0,1,1
16268097,1,2,3,1,1,99,10,94,10,1,1,1,0,1,0,1,1,0,1,0,0,0
16296882,1,4,3,1,2,80,90,94,10,1,1,1,0,1,0,1,1,0,1,0,0,1
16319964,1,2,3,1,1,89,66,94,10,0,1,1,0,1,0,1,1,1,1,0,0,0
16356709,1,4,3,2,2,58,181,91,10,1,1,1,0,1,0,0,1,1,1,0,0,0
16472405,1,4,3,2,2,99,143,92,10,1,1,1,0,1,0,1,1,1,1,0,0,0
16566567,1,2,3,1,1,43,109,93,10,1,1,1,0,1,0,1,1,0,0,0,0,0
16649398,1,3,3,1,1,79,5,100,10,1,1,1,0,1,0,1,1,1,1,0,0,0
16649484,1,2,3,1,1,100,5,100,10,1,1,1,0,1,0,1,1,1,1,0,0,0
16764529,1,2,5,1,2,75,26,99,10,0,1,1,0,1,0,0,1,1,1,0,0,0
16884165,1,4,3,1,1,93,171,89,10,1,1,1,0,1,0,1,1,1,1,0,0,0
16923869,1,4,3,2,3,73,126,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
17069679,1,2,3,0,1,60,113,96,10,1,1,0,0,1,0,0,1,1,1,1,0,0
17081696,1,2,3,1,2,70,116,99,10,1,1,1,0,1,0,0,1,1,1,0,0,0
17275279,1,2,3,1,1,75,15,92,10,1,1,0,0,1,0,0,1,1,1,0,1,0
17278653,1,4,3,1,2,80,95,97,10,1,1,0,0,1,1,0,1,1,1,0,0,0
17295555,1,2,3,1,1,81,70,98,10,0,1,0,0,1,0,0,1,0,1,0,0,0
17310345,1,10,8,3,6,191,19,96,10,1,1,1,0,1,0,0,1,1,1,0,1,0
17411792,1,4,3,1,2,79,148,98,10,1,1,1,0,1,0,1,1,1,1,1,0,0
17462963,1,2,3,1,1,80,3,87,10,0,1,1,0,1,0,1,1,0,1,0,0,0
17500764,1,2,3,1,1,85,117,96,10,1,1,1,0,1,0,1,1,0,1,0,0,0
17554034,1,4,3,1,2,73,186,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
17642932,1,2,3,1,1,59,77,84,10,0,1,1,0,1,0,0,1,0,1,0,0,0
17649833,1,2,3,0,2,75,40,96,10,1,1,1,0,1,0,1,1,1,1,0,0,0
17666757,1,4,3,1,2,80,7,90,10,0,1,1,1,1,0,1,1,0,0,0,0,0
17712500,1,4,3,1,2,55,25,85,10,1,1,1,0,1,0,1,1,0,0,0,0,0
17727359,1,4,3,1,2,99,16,98,10,1,1,0,0,1,0,0,1,1,1,0,0,0
17748520,1,2,3,0,1,89,110,91,10,1,1,1,0,1,0,1,1,1,1,0,0,0
17800686,1,2,3,1,1,100,81,91,10,1,1,1,0,1,0,1,1,1,1,1,0,0
17817543,1,4,3,0,1,64,88,86,10,1,1,1,0,1,0,1,1,1,1,0,0,0
17824320,1,2,3,1,1,60,104,99,10,1,1,1,0,1,0,1,1,1,1,0,0,0
17827110,1,3,3,2,3,90,138,97,10,1,1,1,0,1,1,1,1,1,1,0,0,0
17836177,1,2,3,1,1,75,39,96,10,1,1,0,0,1,0,1,1,1,1,0,0,0
17836518,1,2,3,1,1,78,45,97,10,1,1,0,0,1,1,0,1,1,1,0,0,0
17838958,1,4,3,1,2,100,56,90,10,1,1,1,0,1,0,0,1,1,1,0,0,0
17859135,1,1,3,1,1,95,1,100,10,0,1,1,0,1,0,0,1,1,1,1,0,0
17888824,1,2,3,1,1,100,282,99,10,1,1,1,0,1,1,1,1,1,1,1,0,0
17915553,1,4,3,1,3,94,10,92,10,1,1,1,0,1,0,0,1,1,1,0,0,0
