id,neighbourhood_cleansed,accommodates,bathrooms,bedrooms,beds,daily_price,number_of_reviews,review_scores_rating,review_scores_location,TV,WiFi,Air_Condition,Wheelchair_accessible,Kitchen,Breakfast,Elevator,Heating,Washer,Iron,Luggage_dropoff_allowed,Pets_allowed,Smoking_allowed
33587364,2,4,3,1,2,70,2,100,10,1,1,1,0,1,1,1,1,1,0,0,1,0
33597066,2,2,3,1,2,45,2,90,10,1,1,0,0,0,0,0,1,0,0,1,0,0
33613060,2,4,3,1,2,94,2,100,9,1,1,1,0,1,0,1,1,1,1,0,0,0
33628197,2,3,3,0,2,38,1,100,10,1,1,0,0,1,0,1,1,1,0,0,1,1
33631773,2,6,3,3,3,110,24,95,9,0,1,1,0,1,0,1,1,1,1,1,0,0
33632235,2,2,3,1,1,60,1,40,10,1,1,1,0,1,0,1,1,1,1,0,0,0
33632382,2,2,3,1,1,60,1,100,10,1,1,1,0,1,1,0,1,1,1,0,0,0
33648125,2,4,3,1,2,72,13,95,10,1,1,1,0,1,0,1,1,1,1,0,0,0
33653056,2,1,3,1,1,120,1,100,8,1,1,0,0,1,0,1,1,0,0,0,0,0
33671203,2,4,3,1,3,100,1,100,10,1,1,0,0,1,0,1,1,1,1,0,1,0
33684833,2,5,3,1,4,49,5,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
33700598,2,2,3,1,1,57,1,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
33705426,2,4,3,2,2,73,5,84,9,1,1,1,0,1,0,0,1,1,0,0,0,0
33707170,2,4,3,1,2,41,3,93,8,1,1,0,0,1,0,1,1,1,1,0,0,0
33707247,2,3,3,1,1,70,30,96,9,1,1,1,0,1,0,1,1,1,1,1,0,0
33707824,2,4,3,1,1,80,32,97,10,1,1,1,0,1,0,1,1,1,1,1,0,0
33736030,2,2,3,0,1,53,18,94,10,1,1,1,0,1,0,1,1,0,1,0,1,0
33798813,2,3,3,1,1,60,6,100,9,1,1,1,0,1,0,0,1,1,1,0,0,0
33815347,2,4,3,2,2,50,3,93,9,1,0,1,0,0,0,0,1,1,0,0,0,0
33831261,2,3,3,2,2,70,3,93,9,1,0,0,0,1,0,1,1,1,1,0,0,0
33906823,2,2,3,1,0,32,12,87,9,0,0,0,0,1,0,1,0,0,0,0,0,0
33989457,2,2,3,1,1,59,4,100,9,1,0,1,0,1,1,1,1,1,1,1,1,1
34048664,2,4,3,1,2,69,13,97,10,1,0,1,0,1,0,0,1,1,1,0,0,0
34131540,2,2,3,1,1,43,15,97,10,1,1,1,0,1,0,1,1,1,1,0,0,0
34136728,2,4,3,0,2,67,12,93,9,1,1,1,0,1,0,1,1,1,1,0,0,0
34187575,2,3,3,0,2,90,3,93,10,1,0,1,0,1,0,1,1,1,1,1,0,0
34243537,2,4,3,1,1,89,9,89,10,1,1,0,0,1,0,1,1,1,0,0,0,0
34293665,2,4,3,2,2,60,1,80,10,1,1,1,0,1,0,1,1,1,1,0,0,0
34305701,2,5,4,2,3,90,16,83,10,1,1,0,0,1,0,1,1,1,1,1,0,0
34351826,2,5,3,3,3,130,1,100,10,1,1,0,0,1,0,0,1,1,1,0,1,0
34389535,2,3,3,0,2,41,4,90,8,1,1,1,0,1,0,0,1,0,1,0,0,0
34471754,2,4,3,2,2,60,11,95,9,1,1,0,0,1,0,1,1,0,1,0,0,0
34475145,2,4,3,1,1,55,8,95,10,1,1,0,0,1,0,0,1,1,1,0,0,0
34475523,2,2,3,1,1,55,8,90,9,1,1,0,0,1,0,0,1,0,1,0,0,0
34494397,2,4,3,1,1,3000,1,80,10,1,1,0,0,1,0,1,1,1,1,1,0,0
34504269,2,4,3,1,1,75,22,97,9,1,1,1,0,1,0,1,1,1,0,0,0,0
34525539,2,4,3,1,2,60,4,100,10,0,1,0,0,1,0,1,1,1,1,0,0,0
34552331,2,5,3,2,3,72,7,66,8,1,1,0,0,1,0,0,1,1,0,0,0,1
34557021,2,3,3,2,3,90,2,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
34584219,2,8,8,3,8,180,5,100,10,1,1,1,0,1,0,1,1,1,1,0,0,0
34597005,2,3,3,0,1,44,3,87,7,1,1,1,0,1,0,0,1,0,1,0,0,0
34672606,2,3,3,0,2,39,1,60,6,1,1,1,0,1,0,0,1,0,1,0,0,0
34707145,2,2,3,0,1,37,2,90,9,1,1,0,0,1,0,0,1,0,1,0,0,0
34729453,2,2,3,1,1,45,8,73,8,1,1,1,0,1,0,1,1,1,1,0,0,0
34735831,2,4,3,1,2,69,6,100,9,1,1,1,0,1,0,0,1,1,1,0,0,0
34785294,2,6,3,2,1,102,4,85,10,0,1,1,0,1,0,1,1,0,0,0,0,0
34851625,2,4,3,1,2,44,5,92,9,1,1,0,0,1,0,1,1,1,1,0,0,0
34964407,2,5,3,1,3,51,1,100,10,1,1,1,0,1,0,0,1,1,1,0,1,0
35007375,2,4,3,1,1,73,1,100,10,1,1,1,0,1,0,1,1,1,1,0,0,0
35008852,2,6,5,2,2,106,1,100,10,0,1,1,0,1,1,0,1,1,1,0,0,0
35026879,2,4,3,1,2,100,8,83,9,0,1,0,0,1,0,0,1,1,1,0,0,0
35031951,2,3,4,1,1,79,13,97,10,1,1,1,0,1,1,1,1,1,1,1,1,1
35153761,2,12,5,2,8,204,2,100,10,1,1,1,0,1,0,1,1,0,1,0,1,1
35155812,2,3,3,1,2,50,3,100,9,1,1,0,0,1,1,1,1,1,1,0,0,0
35216889,2,2,3,1,1,47,7,97,10,1,1,0,0,1,0,1,1,1,1,0,0,0
35329690,2,4,3,1,2,45,2,100,10,1,1,1,0,1,0,0,1,0,1,0,0,0
35483308,2,4,3,1,2,350,1,100,8,0,1,1,0,1,0,1,1,1,1,0,0,0
35511447,2,5,5,1,3,60,6,93,10,0,1,1,0,0,0,0,1,1,1,1,0,0
35564970,2,2,3,1,1,100,3,67,10,1,1,0,0,1,0,1,1,0,0,0,0,0
35987273,2,2,3,1,1,59,4,95,10,1,1,1,0,1,1,0,1,0,0,0,1,0
36195866,2,2,3,1,3,31,3,87,8,1,1,1,0,1,0,0,1,0,1,0,0,0
36199899,2,2,3,1,3,30,2,100,10,1,1,1,0,1,0,0,1,0,1,0,0,0
36254870,2,4,3,1,3,88,2,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
84903,3,6,3,1,2,40,50,94,9,0,1,0,0,1,0,0,1,1,0,0,1,0
143329,3,3,3,1,3,53,48,93,10,1,1,0,0,1,0,1,1,1,1,0,1,1
215775,3,2,3,1,1,75,10,90,9,1,1,0,0,1,0,0,1,1,0,0,0,1
256390,3,4,8,2,4,135,6,96,9,1,1,1,0,1,0,1,1,1,1,0,0,0
274889,3,7,5,4,7,200,159,93,9,1,1,1,0,1,0,1,1,1,1,1,0,0
284449,3,2,3,1,1,59,173,91,9,1,1,0,0,0,1,1,1,0,0,0,0,0
295777,3,2,1,1,1,70,37,99,10,1,1,0,0,1,0,1,1,1,1,0,0,0
301889,3,8,8,5,8,450,24,97,10,1,1,1,0,1,0,1,1,1,1,0,0,0
341076,3,3,3,1,1,62,34,98,9,1,1,1,0,1,0,1,1,1,1,1,0,0
357951,3,3,3,1,2,70,52,97,10,1,1,1,0,1,1,1,1,1,1,0,1,1
370033,3,2,3,1,2,100,14,94,10,0,1,0,0,0,0,0,1,1,0,0,0,0
397875,3,3,3,1,1,42,66,86,7,1,1,1,0,1,0,0,1,1,0,0,0,1
430787,3,2,3,1,2,50,16,93,9,1,1,1,0,1,0,1,1,1,1,0,0,0
459147,3,2,3,1,2,61,30,84,9,1,1,0,0,1,1,0,1,1,1,0,0,0
461208,3,4,3,1,2,69,50,98,10,0,1,1,0,1,0,0,1,1,1,0,1,1
468028,3,5,3,2,2,83,38,99,10,1,1,0,1,1,0,1,1,1,1,1,1,0
469792,3,2,3,1,1,50,312,83,9,1,1,1,0,1,0,1,1,0,1,0,0,0
486150,3,3,3,1,2,85,7,66,7,1,1,0,0,1,0,0,1,1,0,0,0,0
503986,3,2,3,1,1,50,67,98,10,1,1,0,0,1,0,0,1,1,0,0,0,0
566637,3,10,5,3,7,179,309,96,10,1,1,1,1,1,0,1,1,1,1,0,1,0
589496,3,5,3,1,3,84,159,94,10,1,1,1,0,1,0,1,1,1,1,0,1,0
601343,3,5,3,1,1,60,473,84,10,1,1,1,0,1,0,1,1,0,1,0,0,0
655124,3,4,3,1,2,100,37,90,10,1,1,1,0,1,0,1,1,0,0,0,0,0
763489,3,8,3,2,5,100,168,81,10,1,1,1,0,1,0,1,1,1,1,0,1,0
803364,3,3,3,1,1,56,202,95,10,1,1,1,0,1,0,1,1,1,1,0,0,0
833602,3,2,3,1,1,47,791,99,10,1,1,1,0,1,0,1,1,1,1,1,0,0
874681,3,2,3,1,1,60,34,96,9,0,1,1,0,1,1,1,1,1,1,0,0,0
894814,3,4,3,1,2,65,280,83,10,1,1,0,0,1,0,0,1,0,1,0,1,0
910702,3,2,3,1,2,55,63,94,10,1,1,1,0,1,0,0,1,1,1,0,0,0
912057,3,2,3,1,1,150,36,99,10,1,1,1,0,1,1,0,1,1,1,0,0,0
918194,3,3,3,1,2,70,320,93,9,1,1,1,0,1,0,1,1,1,1,0,0,0
928577,3,6,4,2,4,140,21,88,9,1,1,1,0,1,0,1,1,1,1,0,1,0
936562,3,2,3,1,1,69,163,94,10,1,1,1,0,1,1,0,1,1,1,0,0,0
953644,3,4,3,1,2,60,75,96,9,0,1,1,1,1,0,1,1,1,1,0,0,0
961760,3,4,3,0,2,60,51,95,10,0,1,1,0,1,0,0,1,0,1,1,0,0
987789,3,4,3,1,1,89,6,100,9,1,1,0,0,1,0,0,1,1,1,0,0,0
1016627,3,4,3,1,2,55,3,87,9,1,1,0,0,1,0,0,1,1,0,0,0,0
1019966,3,8,5,2,6,254,53,88,9,1,1,0,0,1,0,1,1,1,1,1,0,0
1042759,3,3,3,1,1,50,55,95,9,1,1,1,0,1,0,0,1,1,1,0,0,0
1043512,3,2,3,1,1,68,5,88,10,1,0,1,1,1,0,1,1,1,0,0,1,1
1050333,3,2,3,1,1,75,38,90,9,1,1,0,0,1,0,0,1,1,0,0,0,0
1086828,3,3,3,1,3,50,7,94,9,1,1,1,0,1,0,1,0,1,0,0,1,0
1089520,3,9,3,2,5,130,30,78,8,1,1,0,0,1,0,1,1,1,1,1,0,1
1113509,3,3,3,1,2,90,25,95,9,1,1,1,0,1,0,0,1,1,1,0,0,1
1172987,3,2,3,1,1,75,90,96,10,1,1,1,0,1,0,1,1,1,1,0,1,0
1188042,3,5,3,2,3,75,94,88,9,1,1,0,0,1,0,1,1,1,1,0,0,0
1208823,3,5,5,3,3,160,8,93,10,1,1,0,1,1,0,0,1,1,1,0,0,1
1224715,3,5,3,3,3,110,42,94,10,1,1,1,0,1,1,1,1,1,1,0,0,0
1262058,3,4,3,1,3,59,345,96,10,1,1,0,0,1,0,0,1,1,1,0,0,0
1349317,3,2,3,0,1,40,2,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1364714,3,4,3,1,1,79,15,97,9,1,1,1,0,1,0,1,1,1,1,0,0,0
1427356,3,2,3,1,1,80,13,95,10,1,1,0,0,1,0,1,1,1,1,0,0,0
1482285,3,2,3,1,1,50,5,100,10,0,1,0,0,1,0,1,1,1,1,0,0,0
1590485,3,2,3,1,1,90,7,100,9,1,1,0,0,1,0,0,1,1,0,0,0,0
1652626,3,3,3,1,2,49,161,95,10,1,1,0,1,1,0,1,1,1,1,0,1,1
1680685,3,2,3,1,1,34,22,91,10,1,1,0,0,1,0,1,1,1,1,0,0,0
1769763,3,4,3,1,4,60,1,100,10,1,0,0,0,1,0,1,1,1,0,0,0,1
1780596,3,4,5,2,2,90,15,97,8,1,1,1,1,1,0,1,1,1,1,0,1,0
1837947,3,4,4,1,2,85,55,93,9,1,1,1,0,1,0,1,1,1,1,0,0,0
1981351,3,4,3,1,2,99,1,100,6,1,1,1,0,1,0,1,1,1,1,0,0,0
2071149,3,4,3,1,4,60,28,91,9,1,1,0,1,1,0,1,1,1,1,1,0,0
2143108,3,2,3,1,1,47,86,96,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2200791,3,2,3,1,1,79,8,97,10,0,1,0,0,1,0,1,1,1,1,1,0,0
2281337,3,2,3,1,1,65,12,93,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2304136,3,2,3,1,1,40,59,92,9,1,1,1,0,1,1,0,1,1,1,0,1,1
2338277,3,2,3,1,2,74,57,98,9,1,1,1,0,1,0,1,1,1,1,0,0,0
2414561,3,2,3,1,1,50,36,92,9,1,1,0,0,1,0,1,1,1,1,0,1,0
2414614,3,5,3,2,3,100,22,95,9,1,1,1,0,1,1,0,1,1,0,1,0,1
2433950,3,5,3,1,3,150,5,96,9,1,1,1,0,1,0,1,1,1,0,0,0,0
2439400,3,2,3,1,2,45,292,82,10,1,0,0,0,1,0,1,1,1,1,0,0,1
2477342,3,5,3,2,3,120,5,96,9,1,1,0,0,1,0,1,1,1,0,0,0,0
2527253,3,4,3,0,2,80,3,93,9,1,0,1,0,1,0,0,1,1,0,0,0,1
2563561,3,6,5,2,6,160,119,95,10,1,1,1,0,1,0,1,1,1,1,0,1,0
2570226,3,1,3,1,1,90,5,96,10,0,1,0,0,1,0,1,1,1,0,0,0,0
2579905,3,4,3,1,4,49,118,88,10,1,1,0,0,1,0,1,1,1,1,0,1,0
2588594,3,2,3,1,1,399,5,100,10,1,1,1,0,1,0,0,1,1,0,0,0,1
2592603,3,5,3,2,4,280,2,100,10,1,1,0,0,1,0,1,1,0,0,0,0,0
2618954,3,2,3,2,2,90,1,100,8,1,1,0,0,1,0,1,1,1,0,0,0,0
2633356,3,2,3,1,1,60,13,97,9,1,1,1,0,1,0,1,1,0,1,0,0,0
2669027,3,3,3,1,3,60,55,93,10,1,1,1,0,1,0,1,1,1,1,1,0,1
2683933,3,3,3,1,1,95,154,97,10,1,1,1,0,1,0,1,1,1,1,1,0,0
2693468,3,5,5,3,3,100,414,92,10,1,1,1,0,1,0,0,1,1,1,1,1,1
2716694,3,2,3,0,1,100,2,90,8,0,0,0,0,1,0,0,1,1,0,0,0,0
2729762,3,2,3,1,2,85,12,84,9,1,1,1,0,1,0,1,1,1,1,0,0,0
2774929,3,5,3,1,2,86,92,98,10,1,1,1,0,1,0,1,1,1,1,0,0,0
2809467,3,4,3,1,1,100,2,90,10,1,1,1,0,1,1,1,1,1,0,0,1,0
2944362,3,3,3,1,2,56,335,92,10,1,1,1,0,1,1,1,1,1,1,1,0,0
3097498,3,3,3,1,1,45,42,89,9,1,1,1,0,1,0,1,1,0,0,0,1,0
3289087,3,3,3,1,1,46,22,86,9,1,1,0,0,1,1,0,1,1,0,0,1,0
3321259,3,4,3,2,3,99,24,96,10,1,0,1,0,1,0,1,1,1,1,0,1,1
3339932,3,4,3,2,4,170,17,94,9,1,0,0,0,1,1,1,1,1,0,0,0,1
3521092,3,4,3,1,4,65,158,81,9,1,1,0,0,1,0,1,1,0,1,0,0,0
3538682,3,2,3,0,2,65,187,99,10,1,1,1,0,1,0,1,1,1,1,1,0,0
3539385,3,6,4,2,5,130,70,93,9,1,1,1,0,1,0,1,1,1,1,1,0,0
3572710,3,4,3,2,2,100,116,98,9,1,1,1,0,1,0,1,1,1,1,0,0,0
3672429,3,3,3,1,2,45,318,95,10,1,1,1,0,1,0,1,1,1,1,1,0,0
3709371,3,3,3,1,3,60,26,97,9,1,1,0,0,1,0,1,1,1,1,0,0,0
3815085,3,2,3,1,1,10,84,93,10,1,1,1,0,1,0,0,1,1,1,0,0,0
4029992,3,4,5,2,3,140,107,96,10,1,1,1,0,1,1,0,1,1,1,0,0,0
4065010,3,7,8,3,4,235,219,98,10,1,1,1,0,1,0,1,1,1,1,0,0,0
4071056,3,2,3,0,1,70,9,98,10,1,1,1,0,1,0,1,1,1,1,0,1,0
4102322,3,3,3,0,2,58,71,90,10,1,1,0,0,1,0,1,1,1,1,0,1,1
4135591,3,2,3,1,2,65,7,94,9,1,1,0,0,1,0,1,1,1,1,0,0,1
4180697,3,3,3,1,3,80,8,98,9,1,1,1,0,1,0,1,1,1,0,0,0,1
4190250,3,3,3,1,3,79,10,90,9,1,1,1,0,1,0,1,1,1,1,0,1,0
4192492,3,4,3,1,2,55,49,91,9,1,1,1,0,1,0,1,1,1,1,0,0,0
4284127,3,6,3,2,4,69,289,94,10,1,1,1,0,1,0,0,1,0,1,0,0,0
4393375,3,2,3,0,1,56,6,100,10,1,1,1,0,1,1,0,1,1,1,0,0,0
4402699,3,4,3,1,2,90,32,94,9,1,1,0,1,1,0,1,1,0,0,0,0,0
4423923,3,2,3,1,1,45,16,94,9,0,1,0,0,1,0,0,1,1,1,0,0,0
4467521,3,5,5,2,3,110,1,20,8,1,0,1,1,1,0,1,1,1,0,0,1,0
4479870,3,2,3,1,2,70,11,95,10,0,1,0,1,1,0,0,1,1,1,1,0,0
4500413,3,4,3,1,2,65,263,90,9,1,1,1,0,1,0,0,1,0,1,1,0,0
4528567,3,4,3,1,2,59,162,92,9,1,1,1,0,1,1,1,1,0,1,1,1,0
4563662,3,4,3,1,2,75,199,86,10,1,1,1,0,1,0,1,1,0,1,0,0,0
4585622,3,4,3,1,1,120,44,99,10,1,1,1,0,1,0,1,1,1,1,1,0,0
4610205,3,2,3,0,1,59,99,97,10,1,1,1,0,1,0,1,1,0,1,0,0,0
4656747,3,3,3,1,2,160,2,90,9,1,1,1,0,1,0,1,1,1,1,0,0,0
4677718,3,5,3,1,3,49,59,85,9,1,1,0,0,1,0,1,1,1,1,0,1,0
4682482,3,2,3,1,2,70,13,88,9,1,1,1,0,1,0,1,1,1,1,1,0,1
4691656,3,4,3,2,2,79,3,93,10,1,1,1,0,1,0,0,1,1,0,0,0,0
4709446,3,2,3,0,1,60,132,94,10,1,1,1,0,1,0,0,1,1,0,0,1,1
4763295,3,4,3,1,2,81,5,100,10,0,1,0,0,1,0,0,1,1,1,0,0,0
4822466,3,2,3,1,2,60,25,96,10,1,1,1,0,1,0,1,1,1,1,0,0,0
4822695,3,4,3,1,2,75,81,90,9,1,1,1,1,1,0,1,1,0,1,0,0,0
4853919,3,4,3,1,4,70,22,88,9,1,1,0,0,1,0,1,1,1,0,0,0,0
4876194,3,6,5,3,4,229,28,96,9,1,1,1,1,1,0,1,1,1,1,0,0,1
4884839,3,4,3,1,2,150,2,100,10,1,1,1,0,1,0,1,1,0,0,0,1,0
4894488,3,2,3,1,1,65,31,98,10,1,1,1,1,1,0,1,1,1,1,0,0,0
4906671,3,5,3,2,3,85,37,97,10,1,1,0,0,1,0,1,1,1,1,1,0,0
4912551,3,2,3,1,1,50,346,99,10,1,1,1,0,1,0,1,1,0,1,1,0,0
4914293,3,6,3,2,6,100,125,81,9,1,1,0,1,1,0,0,1,0,1,0,0,0
4926874,3,3,3,1,2,90,78,99,10,1,1,1,0,1,0,1,1,1,1,0,0,1
4980190,3,2,3,1,1,55,446,92,10,1,1,1,0,0,0,0,1,0,0,1,0,0
4990096,3,4,3,1,2,90,151,98,10,1,1,1,0,1,0,0,1,0,1,0,1,1
4994220,3,2,3,1,1,55,470,92,10,1,1,1,0,0,0,0,1,0,0,1,0,0
5110815,3,3,3,1,2,49,105,95,9,1,1,1,0,1,0,0,1,1,1,0,1,0
5155783,3,2,3,1,2,48,5,75,9,1,1,1,1,1,1,1,1,1,1,1,0,0
5156553,3,3,3,1,1,79,82,99,10,1,1,1,0,1,0,0,1,1,1,1,0,0
5166051,3,6,5,2,3,105,103,96,9,1,1,1,0,1,0,1,1,1,1,1,0,0
5203424,3,4,3,1,4,80,46,94,10,1,1,1,1,1,0,1,1,0,1,0,0,0
5207832,3,3,3,1,1,65,49,95,9,1,1,0,0,1,0,1,1,0,0,0,1,1
5220296,3,4,3,2,3,94,8,98,10,0,1,0,0,1,0,0,1,0,1,0,0,0
5246236,3,16,6,3,10,199,208,97,10,1,1,1,0,1,1,1,1,1,1,0,1,0
5278077,3,4,3,2,4,39,164,95,9,1,1,1,0,0,0,1,1,0,0,0,0,1
5278771,3,4,3,1,4,90,9,93,10,1,1,1,1,1,0,1,1,0,0,0,0,0
5339276,3,2,3,1,1,100,25,97,9,0,1,0,0,1,0,1,1,1,0,0,0,0
5343882,3,2,3,0,1,90,25,94,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5356951,3,4,3,1,2,63,227,90,10,0,1,1,1,1,0,1,1,1,0,0,0,0
5366502,3,4,3,1,2,125,1,100,10,1,1,1,0,1,0,1,1,1,0,0,1,0
5380531,3,7,3,3,7,110,17,98,9,1,1,1,0,1,0,0,1,1,1,1,1,0
5397694,3,4,5,2,4,128,71,96,10,1,1,0,0,1,0,1,1,1,1,1,0,0
5410655,3,2,3,1,1,70,13,97,10,1,1,1,0,1,0,1,1,1,1,1,0,0
5426635,3,2,3,1,2,80,26,78,9,1,0,1,0,1,0,0,1,0,0,0,0,0
5440910,3,2,3,0,2,80,26,95,9,0,1,1,0,1,0,1,1,0,0,0,0,0
5456710,3,4,3,1,2,50,139,97,9,1,1,1,0,1,0,1,1,1,1,1,0,0
5470775,3,3,3,0,2,80,3,100,9,1,1,1,0,1,0,1,1,1,1,0,1,1
5471832,3,2,3,1,1,70,20,93,9,1,1,1,0,1,0,1,1,1,1,1,0,0
5472008,3,6,5,3,4,100,79,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5473132,3,5,5,2,3,146,20,97,10,1,1,1,0,1,0,1,1,1,1,1,0,0
5503916,3,4,3,1,4,60,37,91,9,1,1,1,0,1,0,1,1,1,1,0,0,0
5535411,3,6,5,3,4,217,46,99,10,1,1,1,0,1,0,0,1,1,1,1,0,0
5568606,3,4,3,1,2,350,17,92,10,1,1,1,1,1,0,1,1,1,1,0,1,1
5598318,3,4,3,0,2,69,239,94,10,1,1,1,0,1,0,1,1,1,1,0,0,0
5602117,3,4,3,1,4,80,7,94,9,0,0,0,0,0,0,0,0,0,0,0,0,0
5602780,3,3,3,1,2,55,17,81,9,0,1,0,0,1,0,1,1,1,0,0,1,1
5638835,3,6,5,2,4,75,63,97,10,1,1,1,0,1,0,0,1,0,0,0,0,0
5647668,3,4,5,2,2,98,14,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5654418,3,4,3,1,2,58,30,98,9,1,1,1,0,1,0,1,1,1,1,0,0,0
5662506,3,3,3,0,2,92,46,97,10,0,1,1,0,1,1,0,1,1,1,0,0,0
5678565,3,2,3,1,1,70,11,91,9,1,1,1,0,1,0,1,1,0,1,0,0,0
5702963,3,3,3,0,3,64,5,96,9,0,1,1,0,1,0,1,1,1,1,0,0,1
5714161,3,3,3,2,2,130,10,94,10,1,0,0,0,1,0,1,1,1,0,0,0,1
5714238,3,2,3,0,1,60,307,88,9,1,1,1,0,1,0,1,1,0,1,0,0,0
5731732,3,2,3,1,2,55,97,93,10,1,1,1,0,1,0,1,1,1,1,0,1,0
5756901,3,4,3,2,2,77,215,92,9,1,1,0,0,1,0,1,1,1,1,1,0,1
5772881,3,2,3,1,1,50,3,90,8,0,1,1,0,1,0,1,1,0,0,0,0,0
5776213,3,2,3,1,2,50,255,86,10,1,1,1,0,1,0,1,1,0,1,0,0,0
5780925,3,4,3,2,2,100,28,91,9,1,1,0,0,1,0,1,1,1,1,1,0,0
5783513,3,2,3,1,1,48,25,96,10,1,1,1,0,0,0,0,1,0,0,1,0,0
5790482,3,2,3,1,1,70,111,95,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5803232,3,4,3,1,2,220,9,98,10,1,1,0,0,1,0,1,1,1,1,0,0,0
5808915,3,3,5,1,2,150,53,94,10,1,1,0,1,1,0,1,1,1,1,0,1,1
5810229,3,2,3,1,2,125,3,87,9,0,1,0,0,1,0,0,1,1,0,0,0,0
5822119,3,2,3,0,1,50,187,98,9,1,1,1,1,1,1,1,1,0,1,1,0,0
5829199,3,4,3,2,2,100,111,97,10,1,1,1,0,1,0,1,1,1,1,0,0,0
5829504,3,5,3,2,3,89,333,94,10,1,1,1,0,1,0,1,1,1,1,1,1,0
5833709,3,4,3,2,2,148,6,96,9,1,1,0,0,1,0,0,1,1,1,0,1,0
5834029,3,4,4,1,2,85,39,94,9,1,1,1,0,1,0,1,1,1,1,1,0,0
5834061,3,2,3,1,1,60,33,96,10,1,1,1,0,1,0,1,1,1,1,0,0,0
5845037,3,2,3,1,1,80,14,97,9,1,1,1,0,1,0,1,1,0,1,0,0,0
5846495,3,1,3,1,1,65,4,85,8,1,1,1,0,1,0,1,1,1,1,0,1,0
5876989,3,4,4,2,2,194,49,99,10,1,1,1,0,1,1,0,1,1,1,1,0,0
5878103,3,4,3,1,1,65,48,96,10,1,1,1,0,1,0,0,1,1,1,0,1,0
5880211,3,4,3,1,2,57,45,91,9,1,1,1,0,1,0,1,1,1,1,0,1,1
5922324,3,2,3,1,1,55,145,95,10,1,1,1,1,1,0,1,1,1,1,1,0,0
5922982,3,8,5,4,5,220,39,97,9,1,1,0,1,1,0,1,1,1,0,0,1,1
5923813,3,3,3,1,2,95,17,92,9,0,1,1,0,1,0,1,1,1,0,0,0,0
5974542,3,3,3,0,1,49,16,88,9,1,1,1,0,1,0,0,1,1,1,0,0,0
5975128,3,4,3,2,3,90,23,97,10,1,1,0,0,1,0,0,1,1,1,1,0,0
5995921,3,2,3,1,2,95,24,90,10,1,1,1,0,1,0,1,1,1,1,0,1,0
5998186,3,2,3,1,1,95,7,91,9,1,1,1,0,1,0,1,1,1,1,0,1,0
6008641,3,4,3,1,2,122,7,91,9,1,1,1,0,1,0,1,1,0,1,0,1,0
6011479,3,3,3,1,3,59,18,99,9,1,0,0,0,1,0,1,1,1,1,0,0,0
6039651,3,4,3,1,4,89,8,86,9,1,1,1,0,1,1,1,1,1,1,1,0,0
6057500,3,6,3,2,6,88,44,98,10,1,1,1,0,1,0,1,1,1,1,0,0,0
6060638,3,4,3,2,4,45,12,80,8,0,0,1,0,1,0,0,1,1,0,0,0,0
6061021,3,2,3,1,1,80,15,79,9,1,1,0,1,1,0,1,1,1,0,0,1,1
6064782,3,2,3,1,1,60,10,92,8,1,1,0,0,1,0,1,1,1,0,0,1,0
6083558,3,2,3,1,1,50,271,94,10,1,1,1,0,1,0,0,1,1,1,0,1,0
6101154,3,4,3,1,2,41,5,100,10,1,0,1,0,1,0,1,1,1,0,0,0,0
6124590,3,4,3,1,2,201,1,100,8,1,1,1,0,1,0,1,1,1,1,0,0,0
6131656,3,10,3,2,8,60,59,90,9,1,0,0,1,1,0,1,1,0,0,0,1,0
6132388,3,2,3,1,1,90,175,98,10,1,1,1,0,1,1,0,1,1,1,0,0,0
6151993,3,5,4,2,3,140,18,97,9,1,1,1,0,1,0,0,1,1,1,1,1,0
6173626,3,5,8,3,3,800,3,100,10,1,1,1,0,1,0,1,1,1,1,1,0,0
6184040,3,4,3,2,2,68,24,98,10,1,1,1,1,1,0,1,1,1,1,1,0,0
6208003,3,3,3,1,2,120,10,100,10,1,1,1,0,1,0,1,1,1,1,1,0,0
6248383,3,2,3,1,1,43,11,92,7,1,1,1,0,1,0,0,1,1,1,0,0,0
6250581,3,3,3,0,2,65,167,89,9,1,1,1,0,1,0,1,1,0,1,0,0,0
6269425,3,3,3,1,1,44,27,96,10,1,0,1,0,1,0,1,1,0,0,0,0,0
6270627,3,4,3,2,2,90,3,93,10,1,1,1,0,1,0,1,1,1,1,1,0,0
6274148,3,2,3,2,1,45,5,100,10,1,1,1,0,1,0,1,1,1,1,0,0,0
6286752,3,5,3,2,4,109,51,94,9,1,1,1,0,1,0,1,1,1,1,0,0,1
6310178,3,6,3,3,4,90,19,93,9,1,1,1,0,1,0,0,1,1,1,0,1,0
6312229,3,7,8,4,4,700,12,92,10,1,1,0,0,1,0,1,1,1,0,0,0,0
