neighbourhood_cleansed,accommodates,bathrooms,bedrooms,beds,daily_price,number_of_reviews,review_scores_rating,review_scores_location,TV,WiFi,Air_Condition,Wheelchair_accessible,Kitchen,Breakfast,Elevator,Heating,Washer,Iron,Luggage_dropoff_allowed,Pets_allowed,Smoking_allowed
1,5,5,2,3,150,3,100,10,1,1,0,0,0,1,0,1,0,0,0,0,0
2,2,3,0,1,44,29,92,9,1,1,0,0,0,1,0,0,0,1,0,0,0
3,2,3,1,1,150,2,100,10,1,0,1,0,0,1,0,1,0,0,0,0,0
1,2,3,1,2,80,35,91,10,1,1,0,0,0,1,1,1,0,0,0,0,0
1,5,3,1,3,119,2,100,10,1,0,0,0,1,1,1,1,0,0,0,0,0
2,2,3,0,1,40,28,91,8,1,1,0,0,1,1,0,1,0,0,0,0,0
2,2,3,1,1,50,2,100,9,1,1,0,0,0,1,0,1,0,1,0,0,0
3,2,3,1,1,59,173,91,9,1,1,0,0,0,1,1,1,0,0,0,0,0
3,6,3,2,3,98,5,100,10,1,0,1,0,1,1,0,1,0,0,0,0,0
4,2,3,0,2,33,152,89,9,1,1,0,0,0,1,0,1,0,1,0,0,0
6,2,3,1,1,50,10,89,9,1,1,0,0,1,1,0,1,0,0,0,0,0
6,2,3,1,1,75,108,95,10,1,1,0,0,0,1,0,1,0,1,0,0,0
6,2,3,1,1,50,6,100,9,1,0,0,0,1,1,0,1,0,1,0,0,0
6,2,3,1,1,70,7,94,9,1,1,0,0,1,1,0,1,0,0,0,0,0
6,4,3,1,2,80,5,96,9,1,0,0,0,1,1,0,1,1,0,0,0,0
1,2,3,1,1,100,24,98,10,1,1,0,0,1,1,0,1,1,0,0,0,0
1,4,5,3,3,900,10,98,10,1,1,0,0,1,1,0,1,1,0,0,0,0
1,10,10,4,7,440,23,90,10,1,1,1,0,0,1,1,1,0,0,0,0,0
1,2,3,1,2,80,202,98,10,1,1,1,0,1,1,0,1,0,0,0,1,0
2,4,3,1,2,72,86,96,9,1,1,0,0,1,1,0,1,1,0,0,0,0
2,3,3,1,1,75,27,96,9,1,0,0,0,1,1,0,1,1,0,0,1,1
2,5,3,2,5,55,15,88,8,1,0,0,0,1,1,0,1,1,1,0,1,0
2,2,3,1,2,55,23,96,9,1,1,1,0,1,1,0,1,0,0,0,0,0
2,2,3,1,1,70,2,80,10,1,0,0,0,1,1,1,1,1,0,0,0,0
2,6,5,2,3,89,87,96,9,1,1,1,0,1,1,0,1,0,0,0,0,0
2,3,3,1,1,50,104,98,9,1,1,1,0,1,1,0,1,0,0,0,0,0
2,2,3,1,2,34,1,80,8,1,0,0,0,1,1,1,1,0,1,0,1,0
2,5,3,2,4,43,12,93,10,1,0,0,0,1,1,0,1,1,1,0,1,0
2,2,3,1,2,50,8,100,10,1,1,0,0,1,1,0,1,0,0,0,0,1
2,2,3,1,1,59,4,95,10,1,1,1,0,1,1,0,1,0,0,0,1,0
3,3,3,1,1,46,22,86,9,1,1,0,0,1,1,0,1,1,0,0,1,0
3,16,5,0,1,900,1,100,10,1,1,1,0,1,1,0,1,0,0,0,0,0
4,3,3,2,2,80,23,91,10,1,1,0,0,1,1,0,1,1,0,0,0,0
4,2,3,0,1,75,6,100,10,1,0,1,0,1,1,1,1,0,0,0,0,0
4,4,3,1,2,55,14,99,10,1,1,0,0,1,1,1,0,1,0,0,0,0
4,2,3,1,2,100,2,100,10,1,1,0,0,1,1,0,1,1,0,0,0,0
4,4,3,2,2,62,2,100,10,1,1,0,0,1,1,0,1,1,0,0,0,0
4,3,3,1,2,60,13,100,10,1,1,1,0,0,1,1,1,0,0,0,0,0
5,8,5,2,8,118,85,85,9,1,1,0,0,1,1,0,1,1,0,0,1,0
6,3,3,0,2,65,267,95,10,1,1,0,0,1,1,0,1,0,1,0,0,0
6,4,3,0,1,400,1,100,10,1,1,1,0,0,1,0,1,0,1,0,0,0
6,5,3,1,1,79,48,98,10,1,1,0,0,1,1,0,1,0,1,0,0,0
6,2,3,1,1,58,6,100,10,1,1,0,0,1,1,0,1,1,0,0,0,0
6,2,3,0,1,39,1,100,6,1,0,0,0,1,1,0,1,1,1,0,0,0
6,2,3,0,1,89,2,100,8,1,0,1,0,1,1,1,1,0,0,0,0,0
7,3,3,1,3,60,10,88,9,1,0,0,0,1,1,0,1,1,1,0,1,0
1,2,3,1,2,80,5,100,10,1,1,0,0,1,1,1,1,0,0,1,0,0
1,2,4,1,1,130,1,100,10,1,1,1,0,1,1,0,1,1,0,0,1,0
1,3,3,1,3,60,60,98,10,1,1,0,0,0,1,1,1,0,1,1,0,0
1,4,3,1,2,80,95,97,10,1,1,0,0,1,1,0,1,1,1,0,0,0
1,2,3,1,1,78,45,97,10,1,1,0,0,1,1,0,1,1,1,0,0,0
1,4,3,1,2,159,1,100,10,1,1,1,0,1,1,1,1,0,0,0,0,0
1,2,3,1,1,75,6,97,10,1,1,1,0,1,1,0,1,1,0,0,0,0
1,6,3,2,3,129,41,99,10,1,1,1,0,1,1,0,1,0,1,0,0,0
1,2,3,1,1,60,26,91,10,1,1,1,0,1,1,0,1,1,0,0,0,0
1,4,3,2,2,450,1,100,10,1,1,0,0,1,1,0,1,1,1,0,0,0
1,2,3,1,2,154,9,100,10,1,1,1,0,1,1,1,1,0,0,0,0,0
1,3,3,1,3,350,1,100,10,1,1,0,0,1,1,1,1,0,1,0,0,0
1,4,3,1,1,220,2,80,10,1,1,1,0,1,1,0,1,0,1,0,0,0
1,4,3,1,1,225,3,100,10,1,1,1,0,0,1,0,1,0,1,1,0,0
1,2,3,1,1,98,1,100,10,1,1,1,0,0,1,1,1,0,1,0,0,0
2,3,3,1,2,49,27,92,9,1,1,0,0,1,1,0,1,1,0,0,1,1
2,6,5,2,6,113,155,97,10,1,1,0,1,1,1,1,1,1,0,0,0,0
2,4,3,2,3,60,119,96,9,1,1,0,0,1,1,0,1,1,1,0,0,0
2,4,3,1,2,50,166,93,8,1,1,0,0,1,1,0,1,1,1,0,1,0
2,4,3,0,2,65,120,92,9,1,1,1,0,1,1,0,1,0,1,0,0,0
2,2,3,1,1,75,20,95,9,1,1,0,0,1,1,1,1,0,1,0,0,0
2,4,3,1,1,54,24,92,9,1,0,0,0,1,1,0,1,1,1,0,1,1
2,5,5,1,2,60,2,80,8,1,0,1,1,1,1,0,1,1,1,0,0,0
2,2,3,1,1,47,18,94,10,1,1,0,0,1,1,0,1,1,1,0,0,0
2,4,3,1,2,55,32,89,9,1,0,0,0,1,1,1,1,0,1,0,0,1
2,4,3,1,2,67,13,98,9,1,1,0,0,1,1,0,1,1,1,0,0,0
2,2,3,0,1,38,5,90,10,1,0,1,0,1,1,0,1,1,1,0,0,0
2,3,3,1,1,45,178,97,9,1,1,1,0,0,1,0,1,0,1,0,0,1
2,4,3,1,2,80,6,87,10,1,1,0,0,0,1,1,1,0,1,0,1,1
2,2,3,1,1,65,154,97,10,1,1,1,0,1,1,0,1,0,1,0,0,0
2,4,3,1,2,87,2,100,10,1,1,0,0,1,1,0,1,1,1,0,0,0
2,3,3,2,2,250,1,100,10,1,1,0,1,1,1,0,1,1,1,0,1,0
2,6,5,2,5,150,28,99,10,1,1,1,0,1,1,0,1,0,1,0,1,0
2,3,3,1,1,120,2,90,7,1,1,1,0,1,1,0,1,0,1,0,0,0
2,3,3,1,2,27,29,89,9,1,1,1,0,1,1,0,1,1,0,0,0,0
2,4,3,1,1,80,47,98,10,1,1,1,0,1,1,0,1,0,1,0,0,0
2,2,3,1,1,60,14,86,9,1,1,1,0,1,1,1,1,0,0,0,0,0
2,4,3,1,2,40,12,95,10,1,1,0,0,1,1,0,1,1,1,0,0,0
2,2,3,1,1,60,1,100,10,1,1,0,0,1,1,0,1,1,1,0,0,0
2,2,3,1,2,100,2,100,10,1,1,1,0,1,1,0,1,1,0,0,0,0
2,2,3,0,1,45,7,94,10,1,1,1,0,1,1,0,1,0,1,0,0,0
2,4,3,1,1,95,4,100,10,1,0,0,0,1,1,1,1,1,1,0,0,0
2,3,3,1,1,55,17,94,10,1,1,1,0,1,1,1,1,0,0,0,0,0
2,2,3,1,1,40,10,98,10,1,0,0,0,1,1,1,1,1,1,0,0,0
2,2,3,1,1,45,12,97,10,1,1,0,0,1,1,0,1,1,1,0,0,0
2,6,3,2,3,70,1,100,8,1,1,0,0,1,1,1,1,0,0,0,1,1
3,2,3,1,2,61,30,84,9,1,1,0,0,1,1,0,1,1,1,0,0,0
3,4,3,2,4,170,17,94,9,1,0,0,0,1,1,1,1,1,0,0,0,1
3,3,4,1,1,70,71,91,10,1,1,0,0,1,1,0,1,1,1,0,1,0
3,6,5,2,3,120,38,90,10,1,1,0,0,1,1,0,1,1,1,0,1,0
3,3,3,1,2,65,11,94,10,1,1,1,0,1,1,0,1,0,1,0,0,0
3,2,3,1,1,55,2,100,10,1,1,1,0,1,1,1,1,0,0,0,0,0
3,2,3,1,1,90,5,80,9,1,1,0,0,1,1,1,1,0,1,0,0,0
3,2,3,1,1,150,3,100,9,1,1,1,0,1,1,1,1,0,0,0,0,0
3,2,3,1,2,35,30,88,9,1,0,0,0,1,1,1,1,1,0,0,1,1
3,4,3,1,2,70,12,85,9,1,1,0,0,1,1,1,1,0,1,0,1,0
3,3,3,1,2,80,3,93,10,1,1,0,0,1,1,1,1,1,0,0,1,0
3,4,3,1,2,120,1,100,8,1,1,0,0,1,1,0,1,1,0,0,1,1
3,2,3,1,0,60,5,96,10,1,1,0,0,1,1,1,1,0,1,0,1,0
3,4,3,1,2,63,1,100,10,1,1,1,0,1,1,0,1,0,1,0,0,0
3,5,5,3,5,100,1,100,10,1,1,1,0,1,1,1,1,0,0,0,0,0
4,2,3,1,1,79,4,100,10,1,1,1,1,1,1,1,1,0,0,0,0,0
4,4,3,2,2,100,31,92,9,1,1,0,1,1,1,1,1,1,0,0,0,0
4,4,3,2,2,100,5,76,9,1,1,0,0,1,1,0,1,1,1,0,1,0
4,4,3,1,2,61,258,94,9,1,1,0,0,1,1,0,1,1,1,0,1,0
4,2,3,1,1,398,4,100,9,1,0,1,0,1,1,1,1,1,0,0,0,0
4,3,3,0,3,127,23,86,10,1,1,0,0,1,1,1,1,0,0,0,1,1
4,3,3,1,2,39,155,96,9,1,1,0,0,1,1,0,1,0,1,0,0,1
4,2,3,1,1,70,55,98,9,1,1,1,0,0,1,1,1,0,1,0,0,0
4,2,3,1,2,125,10,98,10,1,1,1,0,1,1,1,1,0,0,0,0,0
4,3,3,1,1,69,5,100,10,1,1,0,0,1,1,0,1,1,0,0,0,1
4,2,3,0,1,50,88,96,9,1,1,1,0,1,1,0,1,0,1,0,0,0
4,4,3,1,1,110,3,100,8,1,1,1,0,1,1,0,1,1,0,0,0,0
4,4,3,0,2,69,57,97,9,1,1,1,0,1,1,0,1,0,1,0,0,0
4,2,3,1,2,100,3,100,9,1,1,0,0,1,1,1,1,0,1,0,0,0
4,2,3,1,1,80,13,100,10,1,1,0,0,1,1,0,1,1,1,0,0,0
4,4,3,1,1,190,2,100,6,1,1,0,0,1,1,0,1,1,0,1,0,0
4,4,4,2,2,60,3,100,9,1,1,0,0,1,1,1,1,1,0,0,0,0
4,2,3,1,1,70,4,100,9,1,0,1,0,1,1,0,1,0,1,1,1,0
4,2,3,1,1,60,9,100,10,1,0,1,0,1,1,1,1,1,0,0,0,0
4,5,3,1,2,55,42,98,10,1,1,1,0,1,1,0,1,0,1,0,1,0
4,2,3,1,1,54,3,100,9,1,1,1,0,1,1,0,1,1,0,0,0,0
4,2,3,1,1,55,7,100,10,1,1,0,0,1,1,0,1,1,1,0,0,0
4,4,5,2,2,140,1,100,10,1,0,0,0,1,1,1,1,1,1,0,1,0
4,3,3,0,2,45,10,96,10,1,1,1,0,1,1,0,1,0,1,0,0,0
4,3,3,2,3,79,3,87,9,1,1,0,0,1,1,0,0,1,1,0,1,1
5,5,4,2,3,100,56,98,9,1,1,1,0,1,1,0,1,1,0,0,1,0
6,2,3,1,1,45,23,98,9,1,0,1,0,1,1,1,1,1,0,0,0,0
6,2,3,1,1,50,26,92,9,1,1,0,0,1,1,1,1,0,0,1,1,0
6,4,3,1,2,90,20,99,10,1,1,1,0,1,1,1,1,0,0,0,0,0
6,6,3,2,3,90,3,100,10,1,1,1,0,1,1,0,1,0,1,0,0,0
6,2,3,1,2,80,12,100,10,1,1,0,0,1,1,1,1,1,0,0,0,0
6,2,3,1,1,150,3,100,10,1,1,1,0,1,1,0,1,0,1,0,0,0
6,3,3,1,2,65,43,99,10,1,1,1,0,1,1,0,1,1,0,0,0,0
6,5,3,2,5,100,2,100,10,1,1,0,0,1,1,1,1,0,1,0,0,0
6,4,3,1,4,65,25,99,10,1,1,1,0,1,1,0,1,0,1,0,1,0
6,2,3,1,1,65,21,99,10,1,1,1,0,1,1,0,1,0,1,0,0,0
6,4,3,2,2,150,1,60,4,1,1,1,0,1,1,0,1,1,0,0,0,0
6,3,3,1,1,200,5,100,10,1,1,0,0,1,1,0,1,1,1,0,1,0
6,6,5,2,4,200,3,100,9,1,1,1,0,1,1,0,1,1,0,0,1,0
6,7,6,2,6,149,5,100,10,1,1,1,0,0,1,0,1,1,1,0,1,0
6,2,3,1,1,200,1,100,10,1,1,0,0,1,1,1,1,1,0,0,0,0
4,4,3,1,3,70,31,99,10,1,0,1,0,1,1,0,1,1,1,1,0,0
4,2,3,1,1,50,48,99,9,1,1,1,0,1,1,0,1,1,1,0,1,0
4,3,3,1,2,45,2,70,7,1,1,1,0,1,1,1,1,1,0,0,0,0
4,2,3,1,1,100,2,100,9,1,1,1,0,1,1,1,1,1,0,0,0,0
4,4,3,1,2,49,19,100,10,1,1,0,0,1,1,1,1,1,1,0,1,0
4,4,3,1,2,100,4,100,10,1,1,1,0,1,1,0,1,1,1,0,0,0
4,2,3,1,1,120,8,100,10,1,1,1,0,1,1,0,1,1,1,0,0,0
4,3,3,1,2,130,9,91,9,1,1,1,0,1,1,0,1,1,1,0,0,0
4,3,3,1,3,150,7,89,10,1,1,0,0,1,1,1,1,1,1,0,0,0
4,3,3,1,2,140,2,100,10,1,1,1,0,1,1,0,1,1,1,0,0,0
4,5,4,2,2,65,11,100,10,1,1,0,0,1,1,1,1,1,1,0,0,0
4,2,3,0,1,50,1,100,10,1,1,1,0,1,1,0,1,1,1,0,1,0
4,2,3,0,2,60,3,100,10,1,1,1,0,1,1,0,1,1,1,0,1,0
4,5,3,2,2,75,3,100,9,1,1,1,0,1,1,1,1,1,0,0,0,0
5,3,3,3,2,78,3,80,8,1,0,1,0,1,1,1,1,1,1,0,0,0
5,2,3,1,1,75,24,98,9,1,1,0,0,1,1,1,1,1,1,0,0,0
5,6,3,2,6,66,50,95,9,1,1,1,0,1,1,0,1,1,1,0,1,0
5,2,3,1,2,44,60,91,9,1,1,1,0,1,1,0,1,1,1,0,0,0
5,2,3,0,2,60,12,98,9,1,1,1,0,1,1,0,1,1,1,0,0,0
5,5,4,2,4,130,98,97,10,1,1,0,0,1,1,1,1,1,1,0,0,0
5,6,5,2,3,200,15,91,9,1,1,1,0,1,1,1,1,1,0,0,1,0
5,4,3,1,2,55,58,95,10,1,1,0,0,1,1,1,1,1,1,0,0,0
5,4,3,2,3,90,65,93,8,1,1,1,0,1,1,0,1,1,1,0,0,0
5,6,5,2,4,152,103,97,10,1,1,1,0,1,1,0,1,0,1,1,0,0
5,6,8,3,3,500,6,93,10,1,1,1,0,1,1,1,1,1,0,0,0,0
5,2,3,1,1,55,289,94,9,1,1,1,0,1,1,0,1,1,1,0,1,0
5,5,5,2,2,99,112,99,10,1,1,1,0,1,1,0,1,1,1,0,0,0
5,4,3,1,4,80,174,91,10,1,1,0,0,1,1,0,1,1,1,1,1,0
5,4,3,1,2,69,463,89,10,1,1,0,0,1,1,0,1,1,1,0,1,1
5,3,3,1,2,85,25,89,10,1,1,0,1,1,1,1,1,1,1,0,1,0
5,5,5,2,5,108,41,96,10,1,1,1,0,1,1,0,1,1,1,0,0,0
5,6,3,2,3,100,289,97,9,1,1,0,0,1,1,1,1,1,1,0,0,0
5,4,8,3,3,125,18,98,9,1,1,1,0,1,1,0,1,1,1,0,0,0
5,4,3,2,3,89,84,98,10,1,1,1,0,1,1,0,1,0,1,1,0,0
4,2,3,1,1,80,7,100,10,1,1,1,0,1,1,1,1,1,1,0,0,0
4,2,3,1,2,50,3,93,9,1,1,1,0,1,1,1,1,1,1,0,0,0
4,4,3,1,2,55,35,98,9,1,1,1,0,1,1,1,1,1,1,0,1,0
4,4,3,1,2,40,8,98,9,1,1,1,0,1,1,0,1,1,1,0,0,1
4,3,3,1,2,150,1,100,10,1,1,1,0,1,1,1,1,1,1,0,0,0
4,4,3,2,2,80,10,100,10,1,1,1,0,1,1,1,1,1,1,0,0,0
4,4,3,1,1,80,10,100,9,1,1,1,0,1,1,1,1,1,1,0,1,0
4,1,3,0,1,80,1,100,10,1,1,1,0,1,1,0,1,1,1,0,0,1
4,2,3,1,1,95,12,100,10,1,1,1,0,1,1,1,1,1,1,0,0,0
4,2,3,1,1,90,1,100,10,1,1,1,0,1,1,1,1,1,1,0,0,0
4,3,3,1,2,200,4,90,10,1,0,1,0,1,1,1,1,1,1,0,1,1
4,3,3,1,2,65,11,100,10,1,1,0,0,1,1,1,1,1,1,0,1,1
4,4,3,1,2,75,4,95,9,1,1,1,0,1,1,1,1,1,1,0,0,0
5,2,3,1,1,135,70,98,10,1,1,1,1,1,1,1,1,1,1,0,0,0
5,3,3,2,2,99,56,99,10,1,1,1,1,1,1,1,1,1,1,0,0,0
5,3,3,1,3,70,3,80,9,1,1,0,0,1,1,1,1,1,1,0,1,1
5,5,3,2,4,225,61,96,10,1,1,1,0,1,1,0,1,1,1,1,0,0
5,4,3,1,3,65,84,95,9,1,1,1,0,1,1,1,1,1,1,0,0,0
5,5,3,1,2,59,324,96,10,1,1,1,0,1,1,0,1,1,1,1,1,0
5,4,3,1,2,65,117,95,9,1,1,1,0,1,1,1,1,1,1,0,1,0
5,4,3,2,2,89,21,93,10,1,1,1,0,1,1,1,1,1,1,0,0,0
5,4,3,1,2,60,285,91,9,1,1,1,0,1,1,0,1,1,1,0,1,1
5,4,3,1,2,90,5,100,9,1,1,1,0,1,1,1,1,1,1,0,0,0
5,2,3,1,1,80,23,93,10,1,1,0,0,1,1,0,1,1,1,1,0,1
5,4,3,1,2,70,37,97,10,1,1,1,0,1,1,1,1,1,1,0,1,0
5,2,3,1,1,55,4,100,6,1,1,1,0,1,1,1,1,1,1,0,0,0
4,4,3,1,2,65,3,100,10,1,1,1,0,1,1,1,1,1,1,0,0,1
4,4,3,1,2,69,35,98,10,1,1,1,0,1,1,1,1,1,1,1,0,0
4,5,3,1,3,65,26,96,9,1,1,1,0,1,1,1,1,1,1,1,0,0
4,4,3,1,2,69,15,99,10,1,1,1,0,1,1,1,1,1,1,1,0,0
4,4,3,1,1,90,9,100,10,1,1,1,0,1,1,1,1,1,1,1,0,0
4,4,3,1,2,45,9,93,9,1,1,1,0,1,1,1,1,1,1,0,0,1
4,2,3,1,1,55,10,90,10,1,1,1,0,1,1,1,1,1,1,1,1,0
5,2,3,1,2,55,278,96,10,1,1,1,0,1,1,1,1,1,1,1,1,0
5,3,3,1,2,74,50,95,9,1,1,1,0,1,1,1,1,1,1,1,0,0
5,4,4,1,2,250,15,90,8,1,1,1,0,1,1,1,1,1,1,1,0,0
5,2,3,1,1,94,40,99,10,1,1,1,0,1,1,1,1,1,1,1,0,0
5,5,3,2,3,125,106,94,10,1,1,1,0,1,1,1,1,1,1,1,0,0
5,2,3,1,0,85,230,96,10,1,1,1,0,1,1,1,1,1,1,1,0,0
5,2,3,1,1,46,16,95,9,1,1,1,0,1,1,0,1,1,1,1,1,1
5,11,10,4,2,50,4,95,10,1,1,1,0,1,1,1,1,1,1,1,0,0
4,2,3,1,1,100,2,60,8,1,1,1,0,0,0,0,1,0,0,0,0,0
4,4,3,1,1,79,3,80,10,1,1,1,0,1,0,0,0,0,0,0,1,0
4,3,3,1,2,70,1,80,10,1,1,1,0,1,0,0,0,0,0,0,0,0
4,2,3,1,1,49,5,84,8,1,1,1,0,0,0,0,1,0,0,0,0,0
5,4,3,1,3,120,4,95,9,1,1,0,0,1,0,0,1,0,0,0,0,0
5,4,3,1,2,54,24,94,9,1,1,1,1,0,0,0,1,0,0,0,0,0
5,2,3,0,1,85,1,100,8,1,1,0,0,1,0,0,1,0,0,0,0,0
4,9,8,4,5,999,44,90,10,1,1,0,0,1,0,1,1,0,0,0,0,0
4,6,3,1,3,70,6,97,10,1,0,0,0,1,0,1,1,1,0,0,0,0
4,2,3,1,1,50,9,85,8,1,1,1,0,1,0,0,1,0,0,0,1,0
4,2,3,1,1,89,7,97,10,1,1,1,0,0,0,0,1,0,1,0,0,0
4,4,3,1,2,60,23,98,10,1,1,1,0,1,0,0,1,0,0,0,0,0
4,2,3,1,1,250,1,100,10,1,0,1,0,1,0,1,1,0,0,0,0,0
4,2,3,1,0,190,1,100,10,1,0,0,0,1,0,1,1,1,0,0,0,0
4,2,3,1,1,89,1,100,10,1,1,1,0,0,0,0,1,0,1,0,0,0
4,3,3,1,2,85,8,100,10,1,0,0,0,1,0,1,1,0,1,0,0,0
4,2,3,1,1,35,2,100,10,1,1,1,0,1,0,0,1,0,0,0,0,0
4,2,3,1,1,30,2,100,9,1,0,1,0,1,0,0,1,1,0,0,0,0
4,2,3,1,1,70,1,100,10,1,0,0,0,1,0,1,1,1,0,0,0,0
5,3,3,1,1,59,18,95,8,1,0,1,0,1,0,0,1,1,0,0,0,0
5,3,3,1,2,47,27,92,9,1,1,0,0,1,0,0,1,1,0,0,0,0
5,4,3,2,2,180,14,93,9,1,1,0,0,1,0,1,1,0,0,0,0,0
5,12,3,1,11,340,26,79,8,1,1,0,0,0,0,0,1,0,0,1,1,1
5,2,3,0,1,60,35,91,10,0,1,0,0,1,1,0,1,1,0,0,1,0
5,3,3,1,2,70,50,93,10,1,1,0,0,1,0,0,1,0,0,0,1,1
5,4,3,2,2,160,26,89,10,1,1,0,0,1,0,0,1,1,0,0,1,0
5,4,3,1,2,100,17,96,9,1,0,0,0,1,0,1,1,1,0,0,1,0
5,2,3,1,1,60,8,88,10,1,1,0,0,0,0,0,1,0,1,1,0,0
5,2,3,1,1,69,1,100,10,1,0,1,0,1,0,0,1,1,0,0,0,0
5,4,3,2,2,44,229,91,10,1,1,0,0,1,0,0,1,0,1,0,1,0
5,4,3,2,2,60,2,80,8,1,0,1,0,1,0,0,1,1,0,0,0,0
5,2,3,0,1,55,25,90,10,1,0,1,0,1,0,0,1,1,0,0,0,0
5,8,3,1,12,40,37,86,9,1,1,0,0,0,0,0,1,0,0,1,1,1
5,2,3,0,2,45,172,90,10,1,1,1,0,1,0,0,1,0,0,0,0,0
4,6,3,1,4,58,68,84,9,1,1,1,0,1,0,1,1,0,0,0,0,0
4,3,3,1,1,87,19,98,9,1,1,1,0,1,0,0,1,1,0,0,0,0
4,3,3,1,2,50,46,98,9,1,1,1,0,1,0,0,1,0,1,0,0,0
4,4,3,1,3,49,1,100,8,1,1,0,0,1,0,0,1,1,1,0,0,0
4,5,4,2,5,150,15,84,9,1,1,1,0,1,0,0,1,1,0,0,0,0
4,3,3,0,0,55,81,93,10,1,1,1,0,1,0,0,1,0,1,0,0,0
4,2,3,1,2,42,10,92,9,0,1,1,0,1,1,0,0,1,1,0,0,0
4,3,3,0,2,100,4,70,10,1,0,1,0,1,0,1,1,1,0,0,0,0
4,2,3,1,2,41,3,100,9,1,0,1,0,1,0,0,1,1,1,0,0,0
4,2,3,1,1,57,3,73,9,1,1,0,0,1,0,0,1,1,1,0,0,0
4,2,3,0,1,43,2,100,10,1,0,0,0,1,0,1,1,1,1,0,0,0
4,3,3,1,3,45,3,87,8,1,1,0,0,1,0,0,1,1,1,0,1,0
4,6,3,2,2,130,1,80,8,1,1,0,0,1,0,0,1,1,1,0,0,0
4,2,3,1,1,80,4,95,10,1,0,1,0,1,0,0,1,1,1,0,1,0
4,4,4,1,2,46,1,80,8,1,1,0,0,1,0,1,1,0,1,0,0,0
4,4,3,1,2,70,12,100,10,1,1,0,0,1,0,0,1,1,1,0,0,0
4,2,3,1,2,80,1,100,6,0,1,0,0,1,1,0,1,1,1,0,0,0
4,4,3,1,2,70,5,92,8,1,0,0,0,1,0,0,1,1,1,0,1,1
4,4,3,1,2,69,9,100,10,1,1,0,0,1,0,0,1,1,1,0,0,0
4,3,3,1,3,55,4,80,9,1,1,0,0,1,0,0,1,1,1,0,0,0
4,2,3,1,1,100,60,98,10,1,1,1,0,0,0,1,1,0,1,0,0,0
4,2,3,1,1,50,21,97,9,1,1,1,0,1,0,0,1,0,1,0,0,0
4,2,3,0,1,79,1,20,10,1,1,1,0,1,0,1,1,0,0,0,1,0
4,2,3,1,1,70,1,80,6,1,0,0,0,1,0,1,1,1,1,0,0,0
4,4,3,1,1,60,1,100,10,1,1,1,0,1,0,0,1,1,0,0,0,0
4,4,3,1,2,96,1,100,8,1,1,1,0,1,0,0,0,1,1,0,1,0
4,6,3,2,4,69,9,100,10,1,1,0,0,1,0,0,1,1,1,0,0,0
4,2,3,1,0,45,3,100,10,1,0,1,0,1,0,0,1,1,1,0,1,0
4,4,3,1,1,56,27,99,10,1,1,0,0,1,0,0,1,1,1,0,0,0
4,4,5,2,2,179,2,90,10,1,1,1,0,0,0,0,1,1,1,0,0,0
4,4,3,1,1,119,2,100,10,1,1,1,0,1,0,0,1,0,1,0,0,0
4,2,3,1,1,44,1,100,10,1,1,1,0,0,0,1,1,1,0,0,0,0
4,4,3,1,2,90,1,20,2,1,1,1,0,1,0,0,1,0,1,0,0,0
4,4,3,1,2,90,1,100,10,1,1,1,0,1,0,0,1,0,1,0,0,0
4,1,3,1,1,60,19,98,9,0,0,1,0,1,1,0,1,1,0,0,1,1
4,4,3,2,2,55,1,100,8,1,0,1,0,1,0,1,1,1,0,0,1,0
5,4,3,2,2,290,14,81,10,1,1,0,1,1,0,1,1,1,0,0,0,0
5,2,3,1,1,110,6,87,10,1,1,0,0,1,0,1,1,0,1,0,0,0
5,2,3,1,1,58,5,95,10,1,1,0,0,1,0,0,1,1,1,0,0,0
5,2,3,1,1,150,19,99,10,1,1,0,0,1,0,0,1,1,1,0,0,0
5,1,3,1,1,50,19,98,10,1,1,0,0,1,0,1,1,0,1,0,0,0
5,4,3,2,2,450,5,100,9,1,1,0,0,1,0,1,1,0,1,0,0,0
5,5,5,2,3,135,14,91,9,1,1,0,0,1,0,0,1,1,1,0,0,0
5,2,3,0,1,50,226,83,9,1,1,1,0,1,0,0,1,0,1,0,0,0
5,4,3,1,3,61,120,83,8,0,1,0,0,1,1,0,1,1,1,0,1,0
5,4,3,0,3,190,11,98,9,1,1,0,0,1,0,0,0,1,1,1,0,0
5,5,3,2,3,80,2,60,9,1,0,1,1,1,0,1,1,1,0,0,0,0
5,4,3,0,2,50,1,100,10,1,1,0,0,1,0,0,1,1,0,0,1,1
5,3,3,2,2,98,4,100,9,1,0,1,0,1,0,1,1,1,0,0,0,0
5,4,3,2,3,110,4,90,10,1,1,0,0,1,0,0,1,1,0,0,0,1
5,2,3,1,1,54,131,91,9,0,1,1,0,0,1,1,1,0,0,1,0,0
5,8,5,4,8,450,13,68,9,1,1,0,0,1,0,1,1,1,0,0,0,0
5,11,9,4,8,500,30,93,9,1,1,0,0,1,0,0,1,1,1,0,0,0
5,4,3,2,4,80,16,93,10,1,1,0,0,1,0,1,1,1,0,0,1,0
5,2,3,0,2,50,8,88,10,1,1,1,0,1,0,0,1,1,0,0,1,0
5,2,3,0,2,59,312,94,10,1,1,1,0,1,0,0,1,0,1,0,0,0
5,3,3,1,2,60,11,89,10,1,1,0,0,1,0,0,1,1,0,0,1,1
